,Unnamed: 0,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
1534,1534,f,f,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,s,g,e
1535,1535,x,s,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,g,p
1536,1536,x,s,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,a,g,e
1537,1537,x,s,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,u,p
1538,1538,x,s,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,s,g,e
1539,1539,f,s,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,k,s,g,e
1540,1540,f,y,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,g,p
1541,1541,x,f,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,a,g,e
1542,1542,x,s,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,k,a,g,e
1543,1543,x,f,w,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,s,g,e
1544,1544,x,f,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,a,g,e
1545,1545,x,y,e,t,n,f,c,b,u,t,s,s,g,g,p,w,o,p,k,y,d,e
1546,1546,f,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,s,u,p
1547,1547,f,f,g,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g,e
1548,1548,x,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,k,y,g,e
1549,1549,x,f,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,a,g,e
1550,1550,f,f,n,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,a,g,e
1551,1551,b,s,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m,e
1552,1552,f,s,g,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,a,g,e
1553,1553,f,f,w,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,a,g,e
1554,1554,f,f,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,a,g,e
1555,1555,f,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,u,p
1556,1556,x,s,n,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,a,g,e
1557,1557,b,y,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,g,e
1558,1558,f,s,g,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,n,a,g,e
1559,1559,f,s,n,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,k,s,g,e
1560,1560,x,f,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,a,g,e
1561,1561,f,s,g,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,s,g,e
1562,1562,x,f,n,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,a,g,e
1563,1563,x,f,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d,e
1564,1564,b,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m,e
1565,1565,x,f,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,v,d,e
1566,1566,f,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,g,p
1567,1567,x,s,w,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,a,g,e
1568,1568,f,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u,p
1569,1569,f,s,n,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g,e
1570,1570,f,f,n,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,a,g,e
1571,1571,x,f,w,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,a,g,e
1572,1572,x,f,n,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,a,g,e
1573,1573,f,s,n,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,n,s,g,e
1574,1574,x,s,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,g,e
1575,1575,f,s,w,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,a,g,e
1576,1576,x,s,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g,e
1577,1577,x,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,g,p
1578,1578,f,f,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,k,a,g,e
1579,1579,f,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,g,p
1580,1580,f,f,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,a,g,e
1581,1581,x,f,n,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d,e
1582,1582,x,f,g,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,s,g,e
1583,1583,f,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,u,p
1584,1584,f,s,g,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,k,s,g,e
1585,1585,x,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,u,p
1586,1586,x,f,n,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,v,d,e
1587,1587,x,f,n,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,s,g,e
1588,1588,x,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,p,e
1589,1589,f,f,w,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,s,g,e
1590,1590,f,s,w,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,n,a,g,e
1591,1591,x,f,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,s,g,e
1592,1592,f,f,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,s,g,e
1593,1593,f,f,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g,e
1594,1594,x,f,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g,e
1595,1595,f,f,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,a,g,e
1596,1596,x,f,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d,e
1597,1597,x,s,g,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,a,g,e
1598,1598,f,s,g,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,s,g,e
1599,1599,x,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,g,e
1600,1600,x,y,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d,e
1601,1601,f,s,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,a,g,e
1602,1602,f,f,w,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,n,s,g,e
1603,1603,f,s,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,a,g,e
1604,1604,f,f,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,k,s,g,e
1605,1605,f,f,n,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,k,a,g,e
1606,1606,f,s,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,a,g,e
1607,1607,x,s,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,s,g,e
1608,1608,x,f,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,y,d,e
1609,1609,x,s,n,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,s,g,e
1610,1610,x,f,n,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,a,g,e
1611,1611,f,s,w,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,a,g,e
1612,1612,x,f,n,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,k,y,u,e
1613,1613,f,s,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,u,p
1614,1614,f,s,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,g,p
1615,1615,x,f,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,v,d,e
1616,1616,x,s,w,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,a,g,e
1617,1617,f,f,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,a,g,e
1618,1618,x,s,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,s,g,e
1619,1619,x,f,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,s,g,e
1620,1620,x,s,g,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,k,s,g,e
1621,1621,f,f,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,a,g,e
1622,1622,f,s,n,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,n,s,g,e
1623,1623,f,s,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,k,a,g,e
1624,1624,x,f,e,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,v,d,e
1625,1625,f,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u,p
1626,1626,x,f,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,s,g,e
1627,1627,x,f,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d,e
1628,1628,f,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,s,u,p
1629,1629,f,s,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,g,p
1630,1630,f,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,u,p
1631,1631,f,f,w,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,a,g,e
1632,1632,f,s,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,s,g,e
1633,1633,f,f,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,a,g,e
1634,1634,x,s,n,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,k,a,g,e
1635,1635,f,s,n,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,a,g,e
1636,1636,f,s,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,g,p
1637,1637,f,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g,p
1638,1638,f,s,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,a,g,e
1639,1639,x,s,n,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,a,g,e
1640,1640,x,s,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,s,g,e
1641,1641,x,f,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,v,d,e
1642,1642,x,f,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,v,d,e
1643,1643,f,f,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,a,g,e
1644,1644,f,f,w,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,s,g,e
1645,1645,x,f,w,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,a,g,e
1646,1646,x,s,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,m,e
1647,1647,f,s,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,n,a,g,e
1648,1648,x,s,w,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,s,g,e
1649,1649,x,f,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,s,g,e
1650,1650,x,f,n,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,a,g,e
1651,1651,x,s,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,s,g,e
1652,1652,x,s,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,s,g,e
1653,1653,x,s,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,s,g,e
1654,1654,x,s,g,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,s,g,e
1655,1655,f,s,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,s,g,e
1656,1656,x,s,n,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,a,g,e
1657,1657,f,f,g,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,s,g,e
1658,1658,f,f,w,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,k,s,g,e
1659,1659,x,f,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,a,g,e
1660,1660,f,f,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,s,g,e
1661,1661,x,f,g,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,a,g,e
1662,1662,x,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g,e
1663,1663,x,s,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,g,e
1664,1664,x,s,w,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,a,g,e
1665,1665,x,y,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,s,g,p
1666,1666,x,f,w,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,n,s,g,e
1667,1667,x,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,s,u,p
1668,1668,x,y,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,v,d,e
1669,1669,f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,v,u,p
1670,1670,x,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,g,e
1671,1671,x,y,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,m,e
1672,1672,f,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,p,e
1673,1673,x,s,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,s,g,e
1674,1674,f,s,n,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,s,g,e
1675,1675,x,s,g,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,k,a,g,e
1676,1676,x,s,w,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,a,g,e
1677,1677,f,s,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,s,g,e
1678,1678,f,s,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,a,g,e
1679,1679,x,s,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g,e
1680,1680,b,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,g,e
1681,1681,x,s,g,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,k,s,g,e
1682,1682,x,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m,e
1683,1683,f,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g,p
1684,1684,f,s,w,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,s,g,e
1685,1685,f,s,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,s,g,e
1686,1686,f,s,g,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,s,g,e
1687,1687,f,f,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,s,g,e
1688,1688,x,y,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d,e
1689,1689,x,f,n,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,k,y,d,e
1690,1690,x,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,p,e
1691,1691,x,f,g,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d,e
1692,1692,f,f,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,a,g,e
1693,1693,f,s,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,s,g,e
1694,1694,f,s,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g,e
1695,1695,x,f,g,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,a,g,e
1696,1696,f,s,w,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g,e
1697,1697,f,f,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,a,g,e
1698,1698,x,f,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,a,g,e
1699,1699,x,s,n,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,n,a,g,e
1700,1700,x,f,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,y,d,e
1701,1701,f,s,w,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,s,g,e
1702,1702,f,f,n,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,s,g,e
1703,1703,f,y,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,s,g,p
1704,1704,x,f,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e
1705,1705,x,f,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,s,g,e
1706,1706,f,f,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,k,s,g,e
1707,1707,f,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u,p
1708,1708,f,f,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,s,g,e
1709,1709,x,f,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,v,d,e
1710,1710,x,f,w,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,a,g,e
1711,1711,x,f,g,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,s,g,e
1712,1712,x,f,n,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,n,v,d,e
1713,1713,x,s,g,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,a,g,e
1714,1714,f,f,w,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,n,a,g,e
1715,1715,x,f,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d,e
1716,1716,x,y,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,g,e
1717,1717,x,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,m,e
1718,1718,f,s,g,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,s,g,e
1719,1719,f,s,w,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,a,g,e
1720,1720,f,s,n,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g,e
1721,1721,f,s,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,a,g,e
1722,1722,x,f,n,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,a,g,e
1723,1723,x,s,n,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,s,g,e
1724,1724,b,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m,e
1725,1725,f,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,g,p
1726,1726,x,s,n,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,a,g,e
1727,1727,f,s,n,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g,e
1728,1728,x,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,k,s,g,e
1729,1729,x,s,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,n,a,g,e
1730,1730,f,s,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,a,g,e
1731,1731,x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,u,p
1732,1732,f,s,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,a,g,e
1733,1733,x,f,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,s,g,e
1734,1734,f,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g,p
1735,1735,x,f,n,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,a,g,e
1736,1736,x,s,n,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,a,g,e
1737,1737,x,f,n,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,v,d,e
1738,1738,f,s,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,s,g,e
1739,1739,f,s,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,u,p
1740,1740,x,f,w,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,k,a,g,e
1741,1741,f,f,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,s,g,e
1742,1742,f,s,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,s,g,e
1743,1743,x,f,w,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,a,g,e
1744,1744,f,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,g,e
1745,1745,f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,g,p
1746,1746,x,f,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,a,g,e
1747,1747,f,f,n,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,k,y,u,e
1748,1748,f,y,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,u,p
1749,1749,f,s,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,s,g,e
1750,1750,x,f,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,s,g,e
1751,1751,f,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,p,e
1752,1752,x,f,w,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,s,g,e
1753,1753,x,f,w,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,a,g,e
1754,1754,f,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,g,p
1755,1755,f,f,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,s,g,e
1756,1756,f,f,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,s,g,e
1757,1757,x,f,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,s,g,e
1758,1758,x,f,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d,e
1759,1759,x,s,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,s,g,e
1760,1760,x,s,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,a,g,e
1761,1761,x,f,w,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,s,g,e
1762,1762,f,f,g,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,s,g,e
1763,1763,x,f,n,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,k,y,d,e
1764,1764,x,s,w,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,s,g,e
1765,1765,x,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,u,p
1766,1766,f,s,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g,e
1767,1767,x,s,n,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,s,g,e
1768,1768,x,f,n,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,k,v,d,e
1769,1769,x,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,g,e
1770,1770,x,s,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,a,g,e
1771,1771,x,f,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,a,g,e
1772,1772,x,f,w,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,a,g,e
1773,1773,x,y,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g,e
1774,1774,x,f,n,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,k,y,d,e
1775,1775,x,f,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,k,a,g,e
1776,1776,x,f,w,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,a,g,e
1777,1777,f,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,u,p
1778,1778,f,s,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u,p
1779,1779,x,s,n,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,k,a,g,e
1780,1780,x,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u,e
1781,1781,f,s,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,s,g,e
1782,1782,x,s,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,a,g,e
1783,1783,f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,s,g,p
1784,1784,b,s,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g,e
1785,1785,x,f,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,a,g,e
1786,1786,f,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,u,p
1787,1787,x,s,g,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,a,g,e
1788,1788,x,s,g,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,n,s,g,e
1789,1789,x,s,w,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,s,g,e
1790,1790,f,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u,p
1791,1791,f,s,w,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,a,g,e
1792,1792,x,f,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,a,g,e
1793,1793,f,f,n,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,s,g,e
1794,1794,x,f,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,a,g,e
1795,1795,f,y,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,g,p
1796,1796,x,f,w,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,n,s,g,e
1797,1797,f,s,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,a,g,e
1798,1798,f,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u,p
1799,1799,f,s,g,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,a,g,e
1800,1800,f,y,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,v,d,e
1801,1801,x,f,g,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,a,g,e
1802,1802,x,f,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d,e
1803,1803,x,y,n,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,n,v,d,e
1804,1804,f,f,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,n,y,d,e
1805,1805,f,y,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d,e
1806,1806,f,s,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,s,g,e
1807,1807,x,f,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,y,d,e
1808,1808,x,y,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,y,d,e
1809,1809,x,f,g,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,s,g,e
1810,1810,f,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,g,p
